540,375.16,374.83
640,203.73,211.91
668,203.73,211.91
697,32.21,211.91
726,32.21,211.91
753,32.21,48.79
782,32.21,48.79
809,32.07,48.79
838,32.07,48.37
866,32.07,48.37
894,32.08,48.37
922,32.08,48.37
951,32.08,48.17
978,32.07,48.17
1007,32.07,48.17
1035,32.07,48.09
1063,32.07,48.09
1091,32.09,48.09
1120,32.09,48.09
1147,32.09,48.09
1176,32.09,48.09
1205,32.09,48.09
1232,32.09,47.99
1261,32.09,47.99
1289,32.05,47.99
1317,32.05,47.94
1346,32.05,47.94
1374,32.01,47.94
1402,32.01,47.94
1435,32.01,47.93
1464,31.96,47.93
1492,31.96,47.93
1520,31.96,47.88
1549,31.96,47.88
1576,32.00,47.88
1605,32.00,47.88
1633,32.00,47.86
1661,32.00,47.86
1690,32.00,47.86
1718,32.00,47.86
1746,32.11,47.86
1774,32.11,47.86
1803,32.11,47.86
1830,32.11,48.00
1859,32.36,48.00
1888,32.36,48.00
1915,32.36,48.06
1944,32.36,48.06
1972,32.36,48.06
2000,32.36,48.06
2028,32.36,48.06
2057,32.23,48.06
2084,32.23,48.06
2113,32.23,48.00
2142,32.15,48.00
2169,32.15,48.00
2198,32.15,48.00
2226,31.94,48.00
2259,31.94,48.00
2288,31.94,48.00
2316,31.94,48.39
2344,31.62,48.39
2372,31.62,48.39
,49.43
2493,31.16,49.85
2521,31.16,49.85
2549,31.16,49.85
2578,31.16,49.85
2606,31.16,49.85
2634,31.45,49.85
2662,31.45,49.85
2691,31.45,48.92
2718,31.80,48.92
2747,31.80,48.92
2775,31.80,48.92
2803,31.89,47.69
2832,31.89,47.69
2860,31.89,47.69
2888,31.89,46.76
2916,31.80,46.76
2945,31.80,46.76
2972,31.80,46.76
