538,375.16,374.83
637,203.66,208.42
666,203.66,41.97
695,203.66,41.97
723,32.09,41.97
751,32.09,41.97
780,32.09,41.97
807,32.00,41.97
836,32.00,41.97
864,32.00,41.89
892,31.93,41.89
920,31.93,41.89
949,31.93,41.76
976,31.93,41.76
1004,31.92,41.76
1033,31.92,41.63
1061,31.92,41.63
1089,31.92,41.63
1118,31.92,41.63
1145,31.92,41.63
1174,31.92,41.63
1202,31.96,41.63
1230,31.96,41.66
1259,31.96,41.66
1287,32.15,41.66
1315,32.15,41.66
1343,32.15,41.77
1372,32.27,41.77
1400,32.27,41.77
1433,32.27,41.95
1462,32.27,41.95
1489,32.35,41.95
1518,32.35,41.95
1546,32.35,42.39
1574,32.48,42.39
1603,32.48,42.39
1631,32.48,43.07
1659,32.57,43.07
1688,32.57,43.07
1738,32.57,43.84
1766,32.57,43.84
1795,32.57,43.84
1822,32.57,44.35
1851,32.51,44.35
1880,32.51,44.35
1907,32.51,44.35
1935,32.51,44.35
1964,32.44,44.35
1992,32.44,44.35
2020,32.44,44.22
2049,32.35,44.22
2077,32.35,44.22
2105,32.35,44.22
2132,32.35,43.59
2161,32.29,43.59
2190,32.29,43.59
2217,32.29,42.88
2246,32.29,42.88
2280,32.29,42.88
2308,32.29,42.75
2336,32.48,42.75
2364,32.48,42.75
2393,32.48,42.75
2420,32.48,42.75
2449,32.79,42.75
2477,32.79,42.75
2505,32.79,42.95
2534,33.10,42.95
2562,33.10,42.95
2590,33.10,42.95
2618,33.96,43.07
2647,33.96,43.07
2674,33.96,43.07
2703,33.96,43.85
2731,36.19,43.85
2759,36.19,43.85
2787,36.19,43.85
2816,39.09,45.59
2844,39.09,45.59
2872,39.09,45.59
2899,39.09,47.40
2928,40.29,47.40
2957,40.29,47.40
2984,40.29,47.40
3012,40.29,48.55
3042,40.29,48.55
3075,40.29,48.55
3102,39.41,49.52
3131,39.41,49.52
3160,39.41,49.52
3187,39.41,50.21
3216,37.41,50.21
3245,37.41,50.21
3272,37.41,50.21
3300,34.07,51.18
3329,34.07,51.18
3357,34.07,51.18
3385,33.86,55.51
3414,33.86,55.51
3441,33.86,55.51
3470,33.86,55.51
3497,30.95,55.51
3526,30.95,55.51
3554,30.95,55.51
3582,26.23,55.45
3611,26.23,55.45
3639,26.23,55.45
3666,26.23,55.45
3695,25.58,56.99
3724,25.58,56.99
3751,25.58,56.99
3780,20.49,55.59
3809,20.49,55.59
3836,20.49,55.59
3864,18.59,55.59
3898,18.59,59.28
3927,18.59,59.28
3954,18.59,59.28
3982,19.93,59.28
4012,19.93,59.28
4039,19.93,59.28
4067,19.93,58.03
4096,19.93,58.03
4124,19.93,58.03
4152,21.21,58.03
4180,21.21,55.83
4208,21.21,55.83
4237,21.21,55.83
4264,21.21,55.44
4293,21.21,55.44
4321,21.21,55.44
4349,20.28,55.44
4378,20.28,55.44
4406,20.28,55.44
4434,20.28,55.44
4462,18.52,56.56
4491,18.52,56.56
4518,18.52,56.56
4547,16.85,56.56
4575,16.85,57.27
4603,16.85,57.27
4636,14.63,57.27
4679,14.63,58.07
4713,14.63,58.07
4741,13.78,58.07
4769,13.78,58.34
4797,13.78,58.34
4826,13.78,58.34
4854,13.78,58.34
4882,13.78,58.34
4911,13.78,58.34
4938,15.59,58.34
4967,15.59,55.81
4995,15.59,55.81
5023,17.24,55.81
5051,17.24,53.15
5080,17.24,53.15
5108,17.24,53.15
5136,17.32,52.93
5165,17.32,52.93
5192,17.32,52.93
5221,17.81,52.93
5249,17.81,52.89
5277,17.81,52.89
5305,17.81,52.89
5334,17.81,52.95
5362,17.81,52.95
5390,17.81,52.95
